2009,5,29,MNST,BUY,100
2009,6,5,MNST,SELL,100
2009,6,5,MNST,BUY,100
2009,6,12,MNST,SELL,100
2008,8,6,MOLX,BUY,100
2008,8,13,MOLX,SELL,100
2009,9,10,MON,BUY,100
2009,9,17,MON,SELL,100
2008,8,11,MOS,BUY,100
2008,8,18,MOS,SELL,100
2009,8,28,MOS,BUY,100
2009,9,4,MOS,SELL,100
2009,4,30,MYL,BUY,100
2009,5,7,MYL,SELL,100
2009,9,11,NEE,BUY,100
2009,9,18,NEE,SELL,100
2008,8,5,NEM,BUY,100
2008,8,12,NEM,SELL,100
2008,8,11,NEM,BUY,100
2008,8,18,NEM,SELL,100
2009,4,16,NEM,BUY,100
2009,4,23,NEM,SELL,100
2009,12,21,NEM,BUY,100
2009,12,29,NEM,SELL,100
2009,5,7,NFLX,BUY,100
2009,5,14,NFLX,SELL,100
2009,8,28,NTRS,BUY,100
2009,9,4,NTRS,SELL,100
2009,5,8,NVDA,BUY,100
2009,5,15,NVDA,SELL,100
2008,4,28,NWL,BUY,100
2008,5,5,NWL,SELL,100
2008,5,1,OI,BUY,100
2008,5,8,OI,SELL,100
2008,8,8,OKE,BUY,100
2008,8,15,OKE,SELL,100
2009,5,7,ORCL,BUY,100
2009,5,14,ORCL,SELL,100
2009,5,8,ORLY,BUY,100
2009,5,15,ORLY,SELL,100
2009,9,11,ORLY,BUY,100
2009,9,18,ORLY,SELL,100
2009,4,17,PBCT,BUY,100
2009,4,24,PBCT,SELL,100
2009,5,7,PBI,BUY,100
2009,5,14,PBI,SELL,100
2008,4,21,PEP,BUY,100
2008,4,28,PEP,SELL,100
2009,12,21,PG,BUY,100
2009,12,29,PG,SELL,100
2009,8,28,PM,BUY,100
2009,9,4,PM,SELL,100
2009,7,24,PNC,BUY,100
2009,7,31,PNC,SELL,100
2008,5,6,PRGO,BUY,100
2008,5,13,PRGO,SELL,100
2009,1,6,PRGO,BUY,100
2009,1,13,PRGO,SELL,100
2009,1,6,RAI,BUY,100
2009,1,13,RAI,SELL,100
2008,5,1,RDC,BUY,100
2008,5,8,RDC,SELL,100
2008,5,19,RF,BUY,100
2008,5,27,RF,SELL,100
2009,7,21,RF,BUY,100
2009,7,28,RF,SELL,100
2009,5,7,ROST,BUY,100
2009,5,14,ROST,SELL,100
2008,8,6,S,BUY,100
2008,8,13,S,SELL,100
2008,5,2,SEE,BUY,100
2008,5,9,SEE,SELL,100
2008,4,21,SHLD,BUY,100
2008,4,28,SHLD,SELL,100
2009,9,10,SHW,BUY,100
2009,9,17,SHW,SELL,100
2008,5,2,SIAL,BUY,100
2008,5,9,SIAL,SELL,100
2009,12,21,SIAL,BUY,100
2009,12,29,SIAL,SELL,100
2009,4,29,SRCL,BUY,100
2009,5,6,SRCL,SELL,100
2008,5,2,STJ,BUY,100
2008,5,9,STJ,SELL,100
2009,4,30,STJ,BUY,100
2009,5,7,STJ,SELL,100
2009,7,22,STJ,BUY,100
2009,7,29,STJ,SELL,100
2008,4,28,SUN,BUY,100
2008,5,5,SUN,SELL,100
2009,7,23,SWY,BUY,100
2009,7,30,SWY,SELL,100
2009,5,7,SYMC,BUY,100
2009,5,14,SYMC,SELL,100
2008,8,5,TAP,BUY,100
2008,8,12,TAP,SELL,100
2009,12,14,TAP,BUY,100
2009,12,21,TAP,SELL,100
2008,4,1,TDC,BUY,100
2008,4,8,TDC,SELL,100
2009,4,13,TDC,BUY,100
2009,4,20,TDC,SELL,100
2009,5,7,TRV,BUY,100
2009,5,14,TRV,SELL,100
2009,7,20,TSN,BUY,100
2009,7,27,TSN,SELL,100
2009,4,29,TSS,BUY,100
2009,5,6,TSS,SELL,100
2009,12,23,TWC,BUY,100
2009,9,17,TXN,BUY,100
2009,9,24,TXN,SELL,100
2008,5,16,URBN,BUY,100
2008,5,23,URBN,SELL,100
2009,4,29,VFC,BUY,100
2009,5,6,VFC,SELL,100
2008,5,6,VMC,BUY,100
2008,5,13,VMC,SELL,100
2009,5,7,VZ,BUY,100
2009,5,14,VZ,SELL,100
2009,9,17,VZ,BUY,100
2009,9,24,VZ,SELL,100
2009,5,8,WEC,BUY,100
2009,5,15,WEC,SELL,100
2008,8,6,WFM,BUY,100
2008,8,13,WFM,SELL,100
2009,9,14,WMT,BUY,100
2009,9,21,WMT,SELL,100
2008,5,2,WPO,BUY,100
2008,5,9,WPO,SELL,100
2009,5,4,WPO,BUY,100
2009,5,11,WPO,SELL,100
2009,5,7,XLNX,BUY,100
2009,5,14,XLNX,SELL,100
2009,12,14,XOM,BUY,100
2009,12,21,XOM,SELL,100
